Date,Open,High,Low,Close,Volume,Adj Close
2016-08-15,76.720001,77.800003,76.519997,77.419998,2070800,77.419998
2016-08-12,77.019997,77.18,76.459999,76.639999,1469400,76.639999
2016-08-11,76.540001,77.489998,76.43,77.120003,2602800,77.120003
2016-08-10,75.989998,77.059998,75.879997,76.480003,1596200,76.480003
2016-08-09,76.209999,77.099998,75.889999,76.139999,2472500,76.139999
2016-08-08,76.019997,77.07,75.650002,76.25,3698200,76.25
2016-08-05,75.599998,75.93,75.260002,75.839996,2955300,75.839996
2016-08-04,75.639999,75.699997,75.00,75.25,1695300,75.25
2016-08-03,74.25,75.940002,74.110001,75.709999,2943400,75.709999
2016-08-02,75.449997,76.080002,74.650002,75.040001,3591900,75.040001
2016-08-01,77.00,77.75,75.080002,75.519997,3775700,75.519997
2016-07-29,76.730003,77.860001,75.949997,77.129997,3725800,77.129997
2016-07-28,74.879997,78.870003,74.099998,77.879997,4733900,77.879997
2016-07-27,77.540001,78.919998,76.410004,77.980003,3891900,77.980003
2016-07-26,79.480003,80.150002,79.080002,79.660004,2614600,79.660004
2016-07-25,80.230003,80.489998,79.099998,79.699997,1778600,79.699997
2016-07-22,81.019997,81.199997,79.300003,80.349998,1451000,80.349998
2016-07-21,80.370003,81.790001,80.169998,80.629997,2750100,80.629997
2016-07-20,79.629997,80.599998,79.629997,80.529999,1699200,80.529999
2016-07-19,79.449997,80.080002,78.599998,79.360001,1607700,79.360001
2016-07-18,78.610001,79.599998,78.610001,79.550003,1314100,79.550003
2016-07-15,78.580002,79.32,78.559998,78.709999,1618300,78.709999
2016-07-14,79.980003,80.129997,78.040001,78.309998,2098200,78.309998
2016-07-13,79.00,79.949997,78.839996,79.550003,2749700,79.550003
2016-07-12,78.269997,78.730003,77.910004,78.400002,2701000,78.400002
2016-07-11,78.559998,78.68,78.099998,78.160004,1601100,78.160004
2016-07-08,77.57,78.589996,77.370003,78.209999,4021200,78.209999
2016-07-07,76.419998,77.940002,76.110001,76.989998,2215100,76.989998
2016-07-06,75.910004,76.68,75.129997,76.169998,2269600,76.169998
2016-07-05,76.50,76.50,75.330002,76.110001,3435400,76.110001
2016-07-01,76.919998,77.559998,76.360001,76.660004,2204300,76.660004
2016-06-30,77.169998,77.50,76.209999,77.010002,2473800,77.010002
2016-06-29,76.389999,77.309998,76.300003,77.050003,1640100,77.050003
2016-06-28,75.019997,76.07,74.949997,75.93,1893900,75.93
2016-06-27,76.150002,76.199997,73.82,74.43,2871900,74.43
2016-06-24,77.300003,78.220001,76.57,76.720001,5764900,76.720001
2016-06-23,79.849998,80.620003,79.449997,79.75,1460600,79.75
2016-06-22,78.660004,79.760002,78.349998,79.300003,1864400,79.300003
2016-06-21,78.879997,79.18,78.040001,78.75,2009600,78.75
2016-06-20,78.129997,78.970001,78.129997,78.57,3305600,78.57
2016-06-17,77.720001,78.459999,76.82,77.43,3211200,77.43
2016-06-16,77.010002,77.75,76.510002,77.660004,1347300,77.660004
2016-06-15,78.269997,78.540001,77.629997,77.809998,1477000,77.809998
2016-06-14,77.610001,78.410004,77.260002,78.010002,1457000,78.010002
2016-06-13,79.199997,79.449997,77.949997,77.949997,2106100,77.949997
2016-06-10,80.25,80.470001,79.209999,79.550003,1544500,79.550003
2016-06-09,80.82,81.279999,80.629997,81.029999,1589400,81.029999
2016-06-08,79.269997,81.220001,79.269997,80.980003,2912500,80.980003
2016-06-07,78.589996,79.660004,78.589996,79.239998,1598300,79.239998
2016-06-06,78.110001,78.830002,77.910004,78.669998,1298500,78.669998
2016-06-03,79.00,79.029999,78.00,78.139999,1756900,78.139999
2016-06-02,78.18,78.989998,77.970001,78.980003,2015700,78.980003
2016-06-01,77.650002,78.790001,77.650002,78.370003,2270100,78.370003
2016-05-31,77.50,78.110001,77.260002,78.019997,2634000,78.019997
2016-05-27,77.290001,78.239998,77.190002,77.360001,1335900,77.360001
2016-05-26,77.75,77.879997,76.889999,77.199997,1360600,77.199997
2016-05-25,77.610001,78.480003,77.610001,77.730003,2230200,77.730003
2016-05-24,76.199997,77.949997,76.029999,77.559998,2449400,77.559998
2016-05-23,76.790001,77.089996,75.959999,76.220001,2109800,76.220001
2016-05-20,77.239998,77.989998,76.790001,77.120003,1891800,77.120003
2016-05-19,76.07,77.150002,75.690002,76.720001,2396900,76.720001
2016-05-18,77.269997,77.419998,76.290001,76.580002,2360900,76.580002
2016-05-17,77.870003,78.459999,76.769997,77.269997,3471100,77.269997
2016-05-16,78.019997,78.50,77.169998,77.809998,2654900,77.809998
2016-05-13,77.860001,78.57,77.449997,77.919998,2211500,77.919998
2016-05-12,80.599998,80.849998,77.43,77.690002,4608800,77.690002
2016-05-11,80.900002,81.470001,80.239998,80.25,1804300,80.25
2016-05-10,81.059998,81.07,80.129997,80.93,2177700,80.93
2016-05-09,81.00,81.32,80.589996,80.980003,2505200,80.980003
2016-05-06,80.290001,82.00,80.110001,80.900002,4875100,80.900002
2016-05-05,79.989998,80.959999,79.900002,80.610001,2332000,80.610001
2016-05-04,78.669998,80.400002,78.559998,79.800003,3821700,79.800003
2016-05-03,79.510002,79.620003,76.830002,79.059998,5887500,79.059998
2016-05-02,80.599998,81.239998,79.43,81.209999,3598400,81.209999
2016-04-29,81.470001,81.519997,79.300003,80.620003,3281600,80.620003
2016-04-28,81.559998,83.690002,81.510002,81.959999,4002200,81.959999
2016-04-27,81.199997,82.00,80.650002,81.779999,2643700,81.779999
2016-04-26,80.620003,81.540001,80.129997,81.18,2686100,81.18
2016-04-25,80.730003,80.940002,79.449997,80.120003,2036300,80.120003
2016-04-22,80.440002,81.43,80.440002,80.910004,2705400,80.910004
2016-04-21,80.389999,81.089996,80.010002,80.220001,3322000,80.220001
2016-04-20,79.43,81.059998,78.059998,80.110001,4619400,80.110001
2016-04-19,81.120003,81.449997,79.25,79.779999,5151800,79.779999
2016-04-18,80.230003,81.010002,79.099998,80.879997,3819200,80.879997
2016-04-15,80.720001,80.93,78.580002,80.330002,3752200,80.330002
2016-04-14,80.790001,81.00,80.239998,80.720001,2818800,80.720001
2016-04-13,80.50,81.00,79.970001,80.599998,2937100,80.599998
2016-04-12,79.279999,80.029999,79.279999,79.779999,3206800,79.779999
2016-04-11,79.32,80.050003,79.089996,79.57,2409100,79.57
2016-04-08,79.449997,80.220001,78.769997,79.139999,3108000,79.139999
2016-04-07,78.489998,79.309998,78.059998,78.839996,3592100,78.839996
2016-04-06,78.199997,79.18,77.919998,79.099998,2796700,79.099998
2016-04-05,78.080002,78.669998,77.669998,78.239998,3204500,78.239998
2016-04-04,79.25,79.349998,78.209999,78.730003,2075300,78.730003
2016-04-01,77.82,79.360001,77.110001,79.199997,2487400,79.199997
2016-03-31,77.919998,78.699997,77.839996,78.050003,2312100,78.050003
2016-03-30,78.00,79.00,77.150002,78.099998,2157300,78.099998
2016-03-29,76.050003,77.610001,76.00,77.559998,2211100,77.559998
2016-03-28,76.559998,77.199997,75.959999,76.440002,1379900,76.440002
2016-03-24,76.190002,76.989998,75.330002,76.370003,3617900,76.370003
2016-03-23,77.269997,78.669998,76.830002,76.949997,2662400,76.949997
2016-03-22,75.120003,78.00,75.029999,77.160004,3083700,77.160004
2016-03-21,75.25,76.610001,74.93,75.519997,2552500,75.519997
2016-03-18,73.940002,76.230003,73.760002,75.459999,5385200,75.459999
2016-03-17,74.360001,74.580002,72.800003,73.720001,2572100,73.720001
2016-03-16,72.989998,74.769997,72.980003,74.489998,1993000,74.489998
2016-03-15,74.080002,74.519997,72.900002,73.169998,1598900,73.169998
2016-03-14,75.919998,75.949997,74.129997,74.720001,2558300,74.720001
2016-03-11,72.900002,75.059998,72.790001,74.949997,3764100,74.949997
2016-03-10,72.599998,73.720001,71.779999,72.199997,2364500,72.199997
2016-03-09,71.849998,72.370003,71.029999,72.260002,3270700,72.260002
2016-03-08,72.25,72.860001,71.25,71.489998,2683100,71.489998
2016-03-07,72.510002,73.400002,72.019997,72.940002,2472900,72.940002
2016-03-04,72.959999,74.209999,72.459999,73.00,3851300,73.00
2016-03-03,71.230003,73.00,71.110001,72.93,3442500,72.93
2016-03-02,70.529999,71.50,69.940002,71.300003,2078200,71.300003
2016-03-01,69.669998,70.940002,69.480003,70.790001,3358100,70.790001
2016-02-29,70.279999,70.540001,69.190002,69.209999,3579300,69.209999
2016-02-26,70.199997,71.82,69.879997,70.440002,3870800,70.440002
2016-02-25,70.43,70.809998,69.080002,70.00,2847600,70.00
2016-02-24,69.349998,70.400002,68.669998,70.139999,2275500,70.139999
2016-02-23,69.699997,70.480003,69.010002,69.839996,3329200,69.839996
2016-02-22,68.089996,70.18,68.00,69.949997,3407000,69.949997
2016-02-19,67.480003,68.019997,66.029999,67.620003,3912400,67.620003
2016-02-18,67.400002,68.220001,66.910004,67.519997,3089200,67.519997
2016-02-17,66.199997,67.650002,65.599998,67.050003,3140300,67.050003
2016-02-16,64.059998,65.690002,63.869999,65.599998,4123800,65.599998
2016-02-12,64.50,66.110001,64.230003,66.010002,3077300,66.010002
2016-02-11,66.110001,67.279999,64.110001,64.25,4256800,64.25
2016-02-10,66.769997,68.510002,66.709999,67.300003,2468500,67.300003
2016-02-09,65.940002,67.239998,65.769997,66.50,3168200,66.50
2016-02-08,68.360001,68.43,66.120003,66.769997,3693400,66.769997
2016-02-05,70.129997,71.199997,68.800003,69.190002,3465100,69.190002
2016-02-04,70.199997,70.889999,69.029999,70.129997,3241200,70.129997
2016-02-03,72.580002,72.709999,68.599998,70.199997,4981900,70.199997
2016-02-02,70.550003,72.449997,69.879997,71.959999,4490100,71.959999
2016-02-01,69.449997,71.510002,69.18,71.019997,5208100,71.019997
2016-01-29,68.00,71.269997,67.75,69.580002,7218000,69.580002
2016-01-28,68.790001,70.389999,66.309998,67.510002,5490400,67.510002
2016-01-27,66.940002,68.660004,66.93,67.470001,4727600,67.470001
2016-01-26,65.720001,67.349998,65.389999,66.959999,2503200,66.959999
2016-01-25,65.75,66.470001,65.349998,65.580002,2193500,65.580002
2016-01-22,64.82,66.959999,64.68,65.82,4278400,65.82
2016-01-21,62.990002,65.389999,62.369999,64.029999,3591500,64.029999
2016-01-20,62.439999,63.540001,60.07,62.830002,4933500,62.830002
2016-01-19,64.940002,65.529999,62.470001,63.470001,4741300,63.470001
2016-01-15,63.700001,65.370003,63.09,64.269997,6356500,64.269997
2016-01-14,65.059998,66.470001,64.540001,65.120003,5089300,65.120003
2016-01-13,66.599998,68.019997,63.599998,64.949997,6612800,64.949997
2016-01-12,68.510002,69.010002,65.510002,66.650002,5274700,66.650002
2016-01-11,68.699997,69.459999,67.349998,67.830002,8485900,67.830002
2016-01-08,64.480003,65.550003,63.630001,64.269997,3866800,64.269997
2016-01-07,65.139999,65.510002,63.599998,64.290001,4071700,64.290001
2016-01-06,65.489998,66.529999,65.139999,65.980003,4443700,65.980003
2016-01-05,66.559998,67.00,65.790001,66.440002,4366800,66.440002
2016-01-04,65.690002,66.360001,65.07,66.290001,4068200,66.290001
2015-12-31,67.949997,68.860001,67.599998,67.629997,2320200,67.629997
2015-12-30,68.809998,69.599998,68.220001,68.440002,1847500,68.440002
2015-12-29,68.339996,69.330002,68.239998,68.989998,1702400,68.989998
2015-12-28,68.790001,68.949997,67.620003,68.040001,1660400,68.040001
2015-12-24,69.209999,70.00,68.620003,68.919998,911500,68.919998
2015-12-23,67.32,69.790001,67.300003,69.540001,3431200,69.540001
2015-12-22,67.68,68.239998,66.449997,66.860001,2946200,66.860001
2015-12-21,64.989998,67.68,64.849998,67.610001,4809600,67.610001
2015-12-18,64.309998,65.599998,64.18,64.470001,5548800,64.470001
2015-12-17,64.419998,66.099998,64.419998,64.739998,4842100,64.739998
2015-12-16,66.489998,67.489998,64.279999,65.459999,4882100,65.459999
2015-12-15,65.970001,67.050003,65.43,65.660004,2793600,65.660004
2015-12-14,66.43,66.93,63.32,65.459999,4924800,65.459999
2015-12-11,67.629997,68.139999,65.889999,66.300003,2974900,66.300003
2015-12-10,67.440002,69.089996,67.379997,68.43,2812500,68.43
2015-12-09,66.970001,68.980003,66.779999,67.379997,3794300,67.379997
2015-12-08,66.129997,67.629997,65.389999,67.25,2940100,67.25
2015-12-07,67.279999,67.309998,65.830002,66.419998,3503900,66.419998
2015-12-04,67.720001,68.43,67.010002,67.25,4038700,67.25
2015-12-03,70.019997,70.559998,66.82,67.379997,4258000,67.379997
2015-12-02,71.010002,72.300003,69.75,70.010002,4662500,70.010002
2015-12-01,68.769997,71.629997,68.330002,71.160004,4124100,71.160004
2015-11-30,69.510002,69.709999,68.019997,68.059998,3925900,68.059998
2015-11-27,69.199997,69.970001,68.910004,69.449997,955900,69.449997
2015-11-25,68.989998,69.599998,68.599998,68.959999,3313500,68.959999
2015-11-24,67.089996,69.110001,66.790001,68.989998,2723700,68.989998
2015-11-23,66.43,68.199997,66.029999,67.360001,3264700,67.360001
2015-11-20,66.029999,67.779999,65.739998,67.419998,4827100,67.419998
2015-11-19,68.970001,69.089996,65.089996,65.389999,8715600,65.389999
2015-11-18,69.300003,70.720001,69.029999,70.209999,3915900,70.209999
2015-11-17,67.129997,69.580002,66.739998,69.25,4199800,69.25
2015-11-16,66.309998,67.309998,65.949997,67.199997,3976700,67.199997
2015-11-13,65.160004,67.139999,64.669998,66.449997,3767100,66.449997
2015-11-12,67.480003,67.790001,65.019997,65.110001,6039200,65.110001
2015-11-11,70.32,70.32,67.519997,67.660004,3384100,67.660004
2015-11-10,69.839996,70.599998,69.410004,70.080002,3636600,70.080002
2015-11-09,69.589996,70.089996,68.790001,69.980003,3626800,69.980003
2015-11-06,68.459999,70.459999,68.459999,69.970001,4766300,69.970001
2015-11-05,68.669998,68.980003,67.269997,68.589996,5229900,68.589996
2015-11-04,68.980003,69.489998,68.150002,68.669998,3094100,68.669998
2015-11-03,69.349998,69.790001,68.160004,68.800003,3473800,68.800003
2015-11-02,68.959999,70.050003,68.790001,69.75,3384900,69.75
2015-10-30,68.389999,69.860001,68.010002,68.790001,6279300,68.790001
2015-10-29,69.00,69.650002,67.669998,67.699997,4608200,67.699997
2015-10-28,68.739998,69.639999,67.050003,68.980003,7227900,68.980003
2015-10-27,69.639999,70.940002,68.360001,68.800003,7370800,68.800003
2015-10-26,68.540001,70.540001,68.389999,69.080002,5958000,69.080002
2015-10-23,67.00,69.669998,66.400002,68.980003,6580500,68.980003
2015-10-22,65.790001,69.010002,64.040001,66.080002,14727000,66.080002
2015-10-21,72.910004,72.959999,69.779999,71.199997,4185200,71.199997
2015-10-20,73.489998,74.150002,71.849998,72.419998,4297800,72.419998
